Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
42.0120,0.0000,55.3400,26.6200,239.6862,0.8990,0.0851,0.1419,0.1194,0.1047,0.1188,0.1281,0.1276,0.1068,0.0995,0.1205,0.1116,0.1148,0.1071,0.1094
42.3210,0.0000,55.3400,26.6200,239.6930,0.8990,0.0867,0.1432,0.1219,0.1058,0.1204,0.1286,0.1289,0.1070,0.0994,0.1202,0.1115,0.1147,0.1071,0.1092
42.6300,0.0000,55.3400,26.6200,239.8339,0.8998,0.0879,0.1443,0.1238,0.1070,0.1221,0.1294,0.1305,0.1070,0.0994,0.1202,0.1109,0.1145,0.1071,0.1092
42.9390,0.0000,55.3400,26.6200,239.9748,0.9000,0.0891,0.1456,0.1257,0.1077,0.1235,0.1302,0.1319,0.1071,0.0992,0.1204,0.1109,0.1143,0.1071,0.1091
43.2480,0.0000,55.3400,26.6200,240.0889,0.8990,0.0904,0.1466,0.1273,0.1086,0.1248,0.1309,0.1331,0.1071,0.0994,0.1202,0.1107,0.1141,0.1071,0.1090
43.5570,0.0000,55.3400,26.6200,239.9542,0.8998,0.0914,0.1476,0.1286,0.1093,0.1259,0.1315,0.1342,0.1071,0.0992,0.1202,0.1105,0.1140,0.1071,0.1090
43.8670,0.0000,55.3400,26.6200,239.8190,0.8990,0.0922,0.1485,0.1298,0.1099,0.1271,0.1321,0.1350,0.1070,0.0991,0.1201,0.1102,0.1139,0.1071,0.1088
44.1740,0.0000,55.3400,26.6200,239.6852,0.8999,0.0931,0.1494,0.1310,0.1108,0.1278,0.1326,0.1358,0.1072,0.0990,0.1201,0.1102,0.1139,0.1071,0.1090
44.4830,0.0000,55.3400,26.6200,239.7442,0.8990,0.0938,0.1501,0.1318,0.1111,0.1289,0.1331,0.1365,0.1071,0.0990,0.1199,0.1101,0.1136,0.1070,0.1088
44.7930,0.0000,55.3400,26.6200,239.8356,0.8990,0.0414,0.1091,0.1802,0.1411,0.2291,0.2642,0.3902,0.0640,0.0734,0.1198,0.1996,0.4215,0.7095,0.8217
45.1020,0.0000,55.3400,26.6200,239.9268,0.6244,0.4987,1.3895,2.5254,1.8281,2.6553,3.0312,4.0813,4.0395,4.0530,5.3717,8.9330,11.9574,13.0291,17.3024
45.4120,0.0000,55.3400,26.6200,240.0066,0.2110,3.8621,9.2763,16.6823,9.9318,15.6392,17.3696,21.1744,31.4172,21.1070,35.8678,38.7270,43.0705,36.7171,49.7481
45.7190,0.0000,55.3400,26.6200,240.0787,0.2070,15.4559,31.0916,50.0936,21.9218,43.2625,48.4314,52.0732,51.9752,32.3981,58.1498,59.4820,60.8831,46.2782,60.6866
46.0290,0.0000,55.3400,26.6200,240.1516,0.2038,36.3914,57.3178,70.3356,27.0332,66.3502,72.2262,71.3400,60.6597,37.1157,67.0980,60.3791,64.9864,50.3730,64.8363
46.3390,0.0000,55.3400,26.6200,240.1574,0.2024,52.8418,70.2486,86.3116,30.0429,74.8839,78.4368,78.4332,56.7773,37.9601,68.1441,65.8307,62.2197,48.9146,62.9436
46.6480,0.0000,55.3400,26.6200,240.0588,0.2014,63.1793,75.0345,79.2369,29.0823,74.1951,79.9474,78.4332,58.8889,39.2482,65.0981,60.3791,60.8831,49.7900,64.8363
46.9580,0.0000,55.3400,26.6200,239.9599,0.2012,62.2823,76.3332,77.8317,29.3168,67.9380,74.8349,74.4318,54.8097,39.0446,64.1416,59.4820,58.4435,43.0232,65.2822
47.2650,0.0000,55.3400,26.6200,239.8779,0.2010,59.2946,69.1448,70.3356,27.8649,65.8970,69.7912,71.9810,55.2200,40.0132,61.0401,58.6825,56.1889,49.2201,63.8761
47.5750,0.0000,55.3400,26.6200,239.8841,0.2009,53.4898,63.1793,65.6318,27.3300,59.9876,65.9463,64.0120,53.3555,39.2482,61.4312,63.4039,53.7355,47.2986,61.5540
47.8840,0.0000,55.3400,26.6200,239.8903,0.2000,48.4088,60.9443,58.5052,25.7715,54.3512,56.0078,56.8574,52.6564,41.6339,60.5772,59.4820,50.3466,47.0629,62.4461
48.1940,0.0000,55.3400,26.6200,239.8965,0.2005,43.9904,52.4949,55.1962,24.7112,51.7661,54.9192,54.3932,53.0355,39.0446,60.5772,57.1452,51.8182,47.5846,62.9436
48.5020,0.0000,55.3400,26.6200,239.9092,0.2000,39.5577,49.2563,53.4654,24.8820,51.1571,50.2138,51.4536,52.3446,39.2482,56.9725,61.6173,48.9047,46.5522,61.5540
48.8120,0.0000,55.3400,26.6200,239.9225,0.2009,35.9202,45.3727,48.6589,23.4223,45.2816,47.3106,47.7780,52.3446,39.0446,60.1967,56.0760,48.1165,45.3001,64.3090
49.1200,0.0000,55.3400,26.6200,239.9358,0.2010,32.1377,40.8879,48.1171,23.7322,46.2493,46.4788,47.7780,52.3446,39.0446,58.1498,60.3791,47.3060,44.8261,61.5540
49.4290,0.0000,55.3400,26.6200,239.9111,0.2008,30.0901,35.7839,44.4228,22.6808,44.3527,45.7217,46.9732,51.6712,39.4196,58.9374,54.6684,48.3602,45.3001,62.9436
49.7400,0.0000,55.3400,26.6200,239.8685,0.2000,27.7237,30.9681,42.4311,22.4735,42.1858,43.0443,45.9702,51.9752,38.6764,54.5033,60.3791,47.5890,44.3616,62.0375
50.0470,0.0000,55.3400,26.6200,239.8264,0.2000,24.4251,25.0092,39.5174,22.4735,42.6025,44.4533,43.4365,48.8133,39.2482,57.3826,59.1160,47.3060,43.0232,61.1567
50.3570,0.0000,55.3400,26.6200,239.8102,0.2000,20.9134,19.7109,35.8678,22.1194,40.5960,41.2963,43.6371,54.8097,38.3150,53.8273,53.3287,45.8065,43.7026,62.4461
50.6650,0.0000,55.3400,26.6200,239.8262,0.2000,17.2124,15.0220,32.3209,21.3258,41.9991,41.7201,42.1561,48.5445,39.0446,56.6351,57.9038,45.3272,42.1739,60.3002
50.9740,0.0000,55.3400,26.6200,239.8423,0.2000,14.1592,11.1355,27.9236,21.7156,40.0465,40.6946,43.0013,53.0355,37.8010,53.4654,52.3368,46.7956,42.4022,60.3002
51.2840,0.0000,55.3400,26.6200,239.8422,0.2000,11.4013,8.1820,23.9219,21.3258,39.6770,39.2974,41.1262,48.2257,38.3150,52.1786,52.3368,45.5874,41.9854,60.6866
51.5930,0.0000,55.3400,26.6200,239.7822,0.2000,8.9263,6.0191,20.6825,21.6557,40.9824,38.9201,40.3509,48.2257,38.1529,55.1962,55.3634,44.8575,40.5701,58.2230
51.9030,0.0000,55.3400,26.6200,239.7221,0.2000,7.0623,4.5226,16.7519,21.0167,38.2635,37.4791,41.5249,49.4150,37.1157,50.9512,51.7140,45.8065,41.7614,60.3002
52.2110,0.0000,55.3400,26.6200,239.6624,0.2000,5.5765,3.5022,14.0510,21.0167,38.7660,38.3838,39.4375,45.7687,36.2778,52.8143,53.3287,44.8575,40.3953,59.4670
52.5170,0.0000,55.3400,26.6200,239.7809,0.2000,4.4431,2.7971,11.4160,20.5852,37.2662,36.3160,39.4375,46.8407,35.6450,49.7792,56.4058,44.3973,40.0160,58.2230
52.8260,0.0000,55.3400,26.6200,239.9048,0.2000,3.5770,2.2987,9.2776,20.4665,37.4140,35.5030,38.5320,43.5025,35.3365,50.3585,54.6684,43.7442,39.4433,58.5835
53.1340,0.0000,55.3400,26.6200,240.0283,0.2000,2.9305,1.9396,7.6337,19.9434,36.6290,34.1626,38.0325,45.4846,34.3099,49.5202,54.2965,44.1912,39.2779,58.2230
53.4430,0.0000,55.3400,26.6200,239.9943,0.2000,2.4335,1.6801,6.2883,19.9434,37.7433,33.4400,36.2388,42.3679,34.8971,50.6801,54.2965,43.3060,38.5658,55.9487
53.7530,0.0000,55.3400,26.6200,239.9010,0.2000,2.0626,1.4822,5.2052,19.2431,35.4163,31.4852,35.4965,45.7687,34.0235,48.9595,49.6703,43.0705,37.8786,58.2230
54.0600,0.0000,55.3400,26.6200,239.8086,0.1992,1.7759,1.3324,4.3642,18.8782,36.0127,30.2941,35.4965,43.2879,33.8692,47.0683,49.6703,42.4548,38.3760,56.2820
54.3690,0.0000,55.3400,26.6200,239.8379,0.2000,1.5499,1.2147,3.7149,18.4821,36.3183,28.2473,33.2700,32.9990,34.1531,49.7792,52.6827,42.4548,37.5438,54.5271
54.6790,0.0000,55.3400,26.6200,239.9956,0.2000,1.3758,1.1186,3.1844,18.0592,33.5919,26.2927,33.2700,43.9820,33.4643,46.3331,49.3620,42.0413,38.5658,56.6871
54.9860,0.0000,55.3400,26.6200,240.1519,0.2000,1.2365,1.0420,2.7803,17.8258,35.1252,24.8795,30.8419,41.9221,34.1531,49.7792,52.6827,41.6357,37.2148,54.1517
55.2960,0.0000,55.3400,26.6200,240.2854,0.2000,1.1231,0.9775,2.4423,17.2590,33.0704,23.4775,29.9644,46.5435,32.6584,45.3583,48.2630,42.0413,37.5438,55.2289
55.6050,0.0000,55.3400,26.6200,240.3466,0.2000,1.0305,0.9243,2.1754,16.6385,31.4897,21.5951,28.2428,39.6076,32.5159,47.5870,52.3368,41.8191,37.0376,54.8439
55.9130,0.0000,55.3400,26.6200,240.4076,0.2000,0.9554,0.8794,1.9624,16.2918,29.9332,19.8335,26.9690,42.5736,31.7533,45.8407,52.3368,41.6357,36.7171,54.5271
56.2220,0.0000,55.3400,26.6200,240.4671,0.2000,0.8907,0.8410,1.7831,15.5932,29.3109,18.3275,25.3306,41.4854,32.2578,45.3583,47.7312,40.8469,36.7171,53.4763
56.5300,0.0000,55.3400,26.6200,240.3959,0.2000,0.8372,0.8072,1.6396,15.0860,27.2286,16.8002,23.8112,41.0575,31.2639,46.0632,48.0198,41.0236,36.2605,53.1748
56.8400,0.0000,55.3400,26.6200,240.3243,0.2006,0.7895,0.7779,1.5172,14.7286,26.2091,15.2751,22.0853,40.8277,32.3981,46.3331,50.5111,39.8842,35.9529,52.1742
57.1490,0.0000,55.3400,26.6200,240.2529,0.2006,0.7502,0.7525,1.4134,13.8121,23.6710,13.8921,20.5371,42.1236,30.6829,45.5763,46.7015,39.7169,35.0600,51.8869
57.4570,0.0000,55.2205,26.6200,240.1682,0.2000,0.7146,0.7299,1.3261,13.6168,22.9578,12.7226,19.3162,40.0063,30.6829,44.6321,50.8337,38.9970,35.4875,51.2656
57.7660,0.0000,55.0660,26.6200,240.0792,0.2000,0.6853,0.7101,1.2489,12.6532,20.9777,11.7447,17.9901,42.1236,30.7889,45.3583,46.4735,39.7169,35.3528,51.8869
58.0760,0.0000,54.9110,26.6200,239.9899,0.2000,0.6580,0.6913,1.1824,12.3052,19.7662,10.7350,16.6109,41.0575,30.4522,42.6608,50.2454,39.3537,34.6166,51.2656
58.3850,0.0000,54.8400,26.6200,239.9144,0.2000,0.6342,0.6754,1.1248,11.4248,18.2621,9.8468,15.3318,41.0575,30.1022,44.6321,46.4735,39.8842,35.0600,51.8869
58.6950,0.0000,54.8400,26.6200,239.8503,0.2000,0.6121,0.6604,1.0742,10.9562,16.7814,8.9655,14.1468,37.7252,30.0007,42.4311,49.9301,38.9970,34.7718,50.6587
59.0040,0.0000,54.8400,26.6200,239.7863,0.2000,0.5932,0.6472,1.0293,10.3537,15.5451,8.2895,13.0143,37.5627,30.0007,43.7254,45.7144,38.8050,34.4882,50.6587
59.3120,0.0000,54.8400,26.6200,239.7371,0.2001,0.5758,0.6348,0.9898,9.8718,14.3645,7.6383,12.0394,38.8330,29.4445,42.2414,45.4958,38.3020,34.3355,50.3336
59.6210,0.0000,54.8400,26.6200,239.7210,0.2000,0.5599,0.6234,0.9542,9.3726,13.3619,7.1018,11.0139,38.2881,29.7798,42.6608,49.3620,39.1583,33.5181,49.4864
59.9300,0.0000,54.8400,26.6200,239.7050,0.2000,0.5456,0.6127,0.9225,8.7846,12.1890,6.5307,10.1206,40.8277,28.8142,42.0161,45.0218,37.9635,32.9939,50.9328
60.2380,0.0000,54.8400,26.6200,239.6942,0.2000,0.5320,0.6036,0.8944,8.4017,11.4466,6.0687,9.3295,36.6774,28.7209,41.2095,49.1079,36.9821,33.1353,48.6163
60.5470,0.0000,54.8400,26.6200,239.7597,0.2000,0.5203,0.5949,0.8668,7.8295,10.4234,5.6301,8.5727,37.7252,29.3473,42.2414,45.4958,36.9821,32.6226,48.3661
60.8560,0.0000,54.8400,26.6200,239.8253,0.2000,0.5087,0.5860,0.8426,7.3923,9.7195,5.2710,7.9451,40.2271,28.5178,40.6416,44.7674,37.1276,33.3976,48.9200
61.1660,0.0000,54.8400,26.6200,239.8910,0.2000,0.4985,0.5778,0.8215,7.0218,8.9639,4.9241,7.2936,36.5236,28.2094,42.4311,48.2630,36.9821,32.6226,47.8244
61.4750,0.0000,54.8400,26.6200,239.9179,0.2000,0.4891,0.5707,0.8006,6.5737,8.2029,4.5819,6.7842,38.2881,28.1199,40.4326,44.3081,36.3548,32.8770,49.4864
61.7830,0.0000,54.8400,26.6200,239.9370,0.2000,0.4799,0.5639,0.7826,6.2397,7.6315,4.3160,6.2279,35.5392,28.0132,41.8301,47.7312,35.8842,32.1250,47.2945
62.0920,0.0000,54.8400,26.6200,239.9562,0.1995,0.4718,0.5575,0.7650,5.8571,6.9912,4.0363,5.7921,38.4568,27.6287,39.8853,44.5575,35.8842,32.4854,49.1758
62.4000,0.0000,54.8400,26.6200,239.9920,0.1996,0.4638,0.5514,0.7493,5.5349,6.5204,3.8141,5.3567,34.7436,28.5178,42.2414,46.7015,35.7480,31.5127,47.5339
62.7100,0.0000,54.8400,26.6200,240.0398,0.2000,0.4567,0.5456,0.7337,5.2082,6.0129,3.5937,4.9970,38.8330,27.2543,39.8853,44.1024,36.6659,31.9919,47.2945
63.0200,0.0000,54.8400,26.6200,240.0875,0.2000,0.4502,0.5401,0.7206,4.8962,5.5601,3.3929,4.6442,34.7436,27.3555,40.2600,46.9780,35.2924,31.8817,47.0102
63.3280,0.0000,54.8400,26.6200,240.0802,0.2000,0.4436,0.5349,0.7077,4.6580,5.1585,3.2298,4.3273,36.0099,26.8896,39.8853,46.4735,35.5859,30.8195,45.9961
63.6370,0.0000,54.8400,26.6200,239.9739,0.2000,0.4376,0.5300,0.6946,4.3704,4.7958,3.0594,4.0359,38.2881,27.1706,39.6838,42.9840,35.5859,31.2783,46.7759
63.9470,0.0000,54.8400,26.6200,239.8672,0.2000,0.4318,0.5254,0.6843,4.1702,4.4603,2.9023,3.7799,35.6850,26.5341,40.8174,45.7144,34.4395,30.4939,45.9961
64.2570,0.0000,54.8400,26.6200,239.8016,0.2000,0.4266,0.5208,0.6725,3.9216,4.1350,2.7574,3.5416,35.8615,26.8080,38.9616,42.9840,34.3137,31.2783,47.5339
64.5650,0.0000,54.8400,26.6200,240.0197,0.1991,0.4219,0.5165,0.6628,3.7205,3.8567,2.6348,3.3343,34.9112,26.5341,39.6838,45.7144,34.8738,30.3736,46.4977
64.8730,0.0000,54.8400,26.6200,240.2377,0.2000,0.0761,0.1724,0.1289,0.1732,0.1631,0.1704,0.1359,0.6763,0.2774,0.3793,0.1966,0.1723,0.1464,0.1414
65.1790,0.0000,54.8400,26.6200,240.4544,0.8714,0.0623,0.1507,0.1054,0.1064,0.1086,0.1356,0.1132,0.1208,0.1069,0.1326,0.1213,0.1219,0.1087,0.1130
65.4880,0.0000,54.8400,26.6200,240.2501,0.8914,0.0690,0.1450,0.1047,0.1013,0.1066,0.1292,0.1151,0.1072,0.1007,0.1212,0.1147,0.1163,0.1058,0.1100
65.7970,0.0000,54.8400,26.6200,239.9846,0.8960,0.0746,0.1410,0.1067,0.1005,0.1085,0.1261,0.1172,0.1055,0.0996,0.1197,0.1132,0.1152,0.1055,0.1095
66.1080,0.0000,54.8400,26.6200,239.7175,0.8980,0.0785,0.1393,0.1098,0.1005,0.1108,0.1252,0.1197,0.1053,0.0995,0.1197,0.1124,0.1147,0.1058,0.1092
66.4160,0.0000,54.8400,26.6200,239.6026,0.8990,0.0815,0.1393,0.1129,0.1016,0.1132,0.1252,0.1219,0.1055,0.0992,0.1198,0.1120,0.1144,0.1059,0.1092
66.7260,0.0000,54.8400,26.6200,239.5707,0.8981,0.0835,0.1400,0.1161,0.1026,0.1154,0.1258,0.1240,0.1058,0.0991,0.1197,0.1115,0.1143,0.1060,0.1092
67.0350,0.0000,54.8400,26.6200,239.5388,0.8987,0.0855,0.1412,0.1187,0.1038,0.1174,0.1266,0.1262,0.1058,0.0991,0.1198,0.1112,0.1141,0.1063,0.1088
67.3440,0.0000,54.8400,26.6200,239.5990,0.8990,0.0867,0.1424,0.1213,0.1049,0.1193,0.1276,0.1278,0.1058,0.0992,0.1198,0.1110,0.1140,0.1063,0.1088
67.6520,0.0000,54.8400,26.6200,239.7921,0.8990,0.0882,0.1437,0.1235,0.1059,0.1211,0.1284,0.1295,0.1061,0.0991,0.1197,0.1109,0.1140,0.1063,0.1090
67.9610,0.0000,54.8400,26.6200,239.9859,0.8990,0.0893,0.1450,0.1253,0.1069,0.1225,0.1292,0.1309,0.1060,0.0990,0.1198,0.1105,0.1137,0.1063,0.1088
68.2700,0.0000,54.8400,26.6200,240.1282,0.9000,0.0905,0.1460,0.1268,0.1079,0.1240,0.1298,0.1323,0.1061,0.0990,0.1199,0.1105,0.1137,0.1063,0.1088
68.5780,0.0000,54.8400,26.6200,240.0167,0.8990,0.0914,0.1470,0.1284,0.1087,0.1251,0.1306,0.1332,0.1062,0.0990,0.1198,0.1102,0.1134,0.1066,0.1087
68.8840,0.0000,54.8400,26.6200,239.9059,0.8997,0.0922,0.1481,0.1296,0.1092,0.1264,0.1313,0.1342,0.1062,0.0990,0.1198,0.1101,0.1133,0.1064,0.1087
69.1950,0.0000,54.8400,26.6200,239.7933,0.8990,0.0931,0.1489,0.1307,0.1099,0.1272,0.1317,0.1352,0.1061,0.0989,0.1197,0.1100,0.1133,0.1064,0.1086
69.5040,0.0000,54.8400,26.6200,239.7652,0.8997,0.0939,0.1498,0.1316,0.1105,0.1280,0.1323,0.1359,0.1062,0.0987,0.1198,0.1098,0.1133,0.1064,0.1086
69.8140,0.0000,54.8400,26.6200,239.7438,0.8990,0.0501,0.1303,0.2178,0.1656,0.2677,0.3095,0.4533,0.0835,0.0978,0.1569,0.2616,0.5401,0.8765,1.0227
70.1240,0.0000,54.8400,26.6200,239.7225,0.2149,0.5794,1.5942,2.9027,2.0389,2.9501,3.3753,4.5229,4.5765,4.4855,5.9399,9.5596,12.7633,13.5293,17.7648
70.4330,0.0000,54.8400,26.6200,239.8100,0.2090,4.2777,10.3299,18.1441,10.5038,16.5740,18.3275,22.8192,31.4172,21.3984,34.8277,37.0530,42.4548,35.7873,47.2945
70.7410,0.0000,54.8400,26.6200,239.9446,0.2056,16.5084,32.6299,51.5578,22.1194,45.0672,48.6935,52.7077,49.7495,32.5159,61.0401,55.6851,56.1889,44.1536,57.4449
71.0500,0.0000,54.8400,26.6200,240.0796,0.2034,37.3412,57.7304,70.9577,27.4429,61.2867,67.0156,71.3400,56.4158,35.9587,61.4312,56.8068,59.2350,49.2201,63.3641
71.3580,0.0000,54.8400,26.6200,240.1505,0.2022,53.7895,70.7619,82.2033,29.7970,73.6306,83.9107,77.0531,53.0355,37.2693,65.6318,62.4980,61.3484,47.8255,60.3002
71.6670,0.0000,54.8400,26.6200,240.1449,0.2020,60.5615,77.6770,78.5920,29.5550,68.4194,75.5789,77.0531,60.1664,37.9601,59.3023,57.1452,56.9212,47.5846,59.8429
71.9750,0.0000,54.8400,26.6200,240.1394,0.2011,64.1020,72.5638,75.1638,28.7477,70.1076,75.5789,76.3203,51.3110,38.5113,61.0401,56.4058,56.9212,47.8255,62.0375
72.2840,0.0000,54.8400,26.6200,240.1379,0.2007,58.5022,68.5571,74.5825,28.4002,63.4677,66.4281,69.6844,53.7445,39.4196,61.9071,57.9038,38.8050,46.7830,60.6866
72.5910,0.0000,54.8400,26.6200,240.1514,0.2004,53.7895,68.5571,63.2123,26.6352,58.7416,61.0677,61.3071,53.0355,39.0446,58.1498,57.5565,51.2086,46.5522,61.1567
72.9000,0.0000,54.8400,26.6200,240.1650,0.2000,49.2563,56.9784,58.9374,25.8722,55.0376,52.4326,58.8183,55.2200,38.1529,58.5052,56.0760,51.2086,46.2782,61.5540
73.2100,0.0000,54.8400,26.6200,240.1786,0.2002,41.8611,52.8418,56.2354,25.3273,55.0376,52.1297,53.0601,51.0146,38.5113,60.1967,61.2250,48.9047,46.0523,59.8429
73.5190,0.0000,54.8400,26.6200,240.0908,0.2000,39.3933,49.2563,51.2803,24.1383,40.5960,52.8006,50.2568,56.4158,38.1529,58.1498,54.6684,49.2068,45.0834,59.8429
73.8280,0.0000,54.8400,26.6200,240.0003,0.2000,35.3279,44.6921,47.8748,23.6611,45.2816,45.9557,50.8483,54.4724,38.5113,55.1962,55.3634,47.8274,46.2782,63.3641
74.1360,0.0000,54.8400,26.6200,239.9100,0.2000,33.2779,40.6776,47.8748,23.2703,46.5203,46.2396,45.9702,49.7495,38.5113,58.9374,59.4820,47.5890,43.9065,59.8429
74.4450,0.0000,54.8400,26.6200,239.8540,0.2000,29.9934,35.9202,43.7254,22.8254,42.1858,43.2939,47.2542,55.2200,38.1529,54.1325,53.9904,46.5671,45.3001,62.4461
74.7530,0.0000,54.8400,26.6200,239.8106,0.2000,27.2834,31.0916,42.6608,22.3967,44.3527,43.7591,43.8803,48.8133,40.1911,57.3826,57.5565,45.5874,43.0232,59.0220
75.0620,0.0000,54.8400,26.6200,239.7670,0.2000,24.1428,24.9280,39.5174,22.3331,41.5938,42.8384,45.4842,53.0355,38.1529,54.5033,52.6827,47.3060,43.7026,59.8429
75.3720,0.0000,54.8400,26.6200,239.7864,0.2009,20.7507,19.7109,35.5683,21.7880,41.1962,41.5264,43.0013,47.0913,38.3150,54.1325,57.9038,45.8065,42.5944,60.6866
75.6800,0.0000,54.8400,26.6200,239.8693,0.2000,17.0279,15.1049,32.3209,22.0573,41.1962,40.8807,42.1561,51.9752,38.6764,55.1962,56.0760,45.3272,41.5766,58.2230
75.9900,0.0000,54.8400,26.6200,239.9527,0.2000,13.8608,11.0069,27.7390,21.6557,41.3760,40.4733,40.9475,50.0315,37.8010,45.8407,54.9822,44.1912,41.7614,58.2230
76.3000,0.0000,54.8400,26.6200,240.0101,0.2000,11.0855,8.0635,23.7229,21.5249,38.7660,38.7509,42.1561,51.0146,36.9330,52.1786,51.4357,45.5874,41.5766,59.8429
76.6080,0.0000,54.8400,26.6200,239.9953,0.2000,8.8401,5.9603,19.9757,21.3956,38.6076,38.1863,39.8047,49.1397,32.7781,52.5235,52.9744,43.9463,40.1875,57.7960
76.9180,0.0000,54.8400,26.6200,239.9804,0.2000,6.9289,4.4759,16.6823,21.0167,38.6076,38.5498,40.7350,49.7495,36.2778,51.5578,50.5111,45.1125,40.5701,58.5835
77.2270,0.0000,54.8399,26.6196,239.9650,0.2000,5.4640,3.4275,13.6810,21.1416,38.6076,37.4791,40.1787,46.0081,36.1321,49.2128,55.3634,45.5874,39.8120,56.6871
77.5370,0.0000,54.8368,26.6072,239.9290,0.2000,4.3652,2.7750,11.1991,20.4130,37.2662,35.9923,38.7226,45.7687,35.9587,51.2803,51.1056,43.0705,38.9187,55.9487
77.8460,0.0000,54.8337,26.5949,239.8932,0.2000,3.5132,2.2736,9.1162,20.2331,37.7433,35.5030,38.8829,46.0081,34.8971,47.8748,50.8337,44.3973,40.0160,57.0291
78.1550,0.0000,54.8306,26.5825,239.8573,0.2000,2.8699,1.9235,7.4715,19.7212,36.7720,34.2948,37.3660,43.2879,34.4416,50.0936,53.9904,43.0705,39.0811,56.2820
78.4630,0.0000,54.8300,26.5800,239.9117,0.2000,2.3798,1.6675,6.1601,19.7212,36.1510,32.3627,36.7219,44.9727,33.8692,47.8748,53.6275,43.0705,38.9187,56.2820
78.7720,0.0000,54.8300,26.5800,239.9896,0.1991,2.0258,1.4741,5.1378,19.3485,36.4589,32.2446,35.2025,41.9221,33.8692,48.9595,53.3287,42.8763,37.5438,55.2289
79.0820,0.0000,54.8300,26.5800,240.0677,0.2000,1.7466,1.3264,4.2923,18.9335,34.9684,29.1874,34.7573,44.7437,33.3149,47.0683,50.5111,42.2283,37.3636,54.5271
79.3900,0.0000,54.8300,26.5800,240.0368,0.2000,1.5300,1.2076,3.6444,18.2468,34.4049,27.7636,33.0106,41.9221,33.1914,47.8748,48.5579,41.4176,37.5438,56.6871
79.6980,0.0000,54.8300,26.5800,239.9201,0.2000,1.3585,1.1161,3.1498,18.2468,34.0060,26.5488,32.2556,43.0331,33.3149,48.6589,49.1079,42.4548,37.5438,54.8439
80.0040,0.0000,54.8300,26.5800,239.8041,0.2000,1.2223,1.0383,2.7428,17.8258,34.9684,24.5003,30.6179,42.5736,32.2578,47.3498,52.3368,40.8469,37.2148,53.1748
80.3140,0.0000,54.8300,26.5800,239.7407,0.2009,1.1127,0.9745,2.4149,17.0903,31.8329,22.7960,29.8485,42.3679,32.0036,47.3498,47.4933,42.2283,37.3636,54.5271
80.6220,0.0000,54.8300,26.5800,239.7973,0.2000,1.0220,0.9231,2.1565,16.7183,32.2057,21.0134,27.9686,44.4719,32.5159,46.3331,51.1056,40.2571,36.5733,53.1748
80.9310,0.0000,54.8300,26.5800,239.8542,0.2000,0.9474,0.8770,1.9412,15.9920,30.0297,19.7326,26.6252,42.8230,31.6407,46.0632,47.4933,41.4176,36.5733,53.1748
81.2410,0.0000,54.8300,26.5800,239.9038,0.2000,0.8837,0.8387,1.7720,15.7739,29.3109,17.8552,24.9574,40.8277,32.0036,45.8407,50.8337,40.0868,35.7873,52.5231
81.5500,0.0000,54.8300,26.5800,239.8602,0.2004,0.8305,0.8055,1.6243,14.7918,26.4494,16.3287,23.6013,41.0575,31.1547,45.5763,46.7015,39.7169,36.7171,53.8426
81.8580,0.0000,54.8300,26.5800,239.8168,0.1998,0.7859,0.7769,1.5089,14.6036,24.9590,15.0043,21.9036,41.2509,31.3959,45.5763,47.7312,40.6368,35.3528,52.5231
82.1640,0.0000,54.8300,26.5800,239.7736,0.2000,0.7455,0.7516,1.4026,13.7263,23.4046,13.6881,20.3788,38.8330,30.9171,43.2855,51.1056,39.8842,35.6504,52.1742
82.4730,0.0000,54.8300,26.5800,239.7209,0.2000,0.7120,0.7292,1.3173,13.2744,22.1008,12.6987,18.8275,38.4568,30.2248,44.6321,50.2454,40.0868,34.6166,51.2656
82.7830,0.0000,54.8300,26.5800,239.6660,0.2000,0.6819,0.7091,1.2422,12.4916,20.5585,11.5383,17.5974,41.4854,30.3278,42.8541,46.4735,40.0868,35.1925,51.5462
83.0920,0.0000,54.8300,26.5800,239.6113,0.2000,0.6550,0.6910,1.1782,11.9980,19.4335,10.4841,16.1410,39.0413,29.7798,46.0632,49.3620,38.6464,34.0587,49.7481
83.4020,0.0000,54.8300,26.5800,239.6501,0.2006,0.6312,0.6747,1.1198,11.3682,17.4339,9.5919,15.0980,40.6381,29.5620,42.4311,46.4735,38.1166,35.1925,51.5462
83.7090,0.0000,54.8300,26.5800,239.7520,0.2000,0.6098,0.6598,1.0710,10.8648,16.5431,8.8968,13.7759,37.0203,29.6606,43.7254,49.6703,37.9635,33.7863,49.4864
84.0190,0.0000,54.8300,26.5800,239.8549,0.2000,0.5907,0.6469,1.0261,10.2104,15.1319,8.1603,12.7801,42.5736,29.2315,41.4265,46.2028,38.4578,34.0587,50.0658
84.3290,0.0000,54.8300,26.5800,239.9062,0.2000,0.5736,0.6350,0.9863,9.6957,14.2094,7.5357,11.7637,36.8637,30.3278,44.4228,48.2630,32.3495,34.2091,50.6587
