Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
125.5490,0.0000,54.8300,26.5800,240.3661,0.1995,1.0438,0.9375,2.2170,16.7621,30.9059,21.7152,27.9686,41.9221,32.5159,46.8361,48.0198,41.0236,36.4020,53.1748
125.8540,0.0000,54.8300,26.5800,240.1395,0.2000,0.9659,0.8903,1.9966,16.4035,29.7229,19.9355,26.7181,40.4129,31.6407,44.6321,48.5579,40.4633,36.7171,53.1748
126.1590,0.0000,54.8300,26.5800,239.9128,0.1993,0.8998,0.8507,1.8150,15.8459,28.9097,18.6339,25.7291,38.0876,31.8893,44.8858,47.7312,41.4176,36.7171,53.8426
126.4640,0.0000,54.8300,26.5800,239.8916,0.2000,0.8454,0.8170,1.6676,15.3542,27.1328,17.1013,19.8383,37.3695,32.6584,48.1171,48.5579,41.0236,36.5733,52.8174
126.7700,0.0000,54.8300,26.5800,239.9198,0.2000,0.7983,0.7873,1.5405,14.6658,25.2606,15.4973,22.2045,41.6828,30.9171,44.8858,47.4933,40.0868,35.4875,51.5462
127.0740,0.0000,54.8300,26.5800,239.9478,0.2000,0.7576,0.7604,1.4361,14.0965,23.6100,14.1798,20.8511,38.8330,31.0246,43.7254,46.9780,39.5180,35.4875,51.8869
127.3800,0.0000,54.7490,26.5800,239.9339,0.2008,0.7220,0.7371,1.3455,13.3787,22.6389,13.0119,19.5953,37.0203,30.7889,44.1742,46.7015,40.6368,35.9529,52.8174
127.6850,0.0000,54.5965,26.5800,239.8830,0.2000,0.6916,0.7168,1.2675,12.9433,21.2431,11.8978,17.9901,36.6774,30.7889,45.3583,48.8064,31.8650,35.6504,51.5462
127.9900,0.0000,54.4440,26.5800,239.8321,0.2000,0.6641,0.6986,1.2020,12.4205,19.4335,10.9456,16.7882,37.5627,30.7889,44.8858,46.9780,39.5180,35.3528,51.5462
128.2940,0.0000,54.3300,26.5800,239.7858,0.2000,0.6395,0.6819,1.1418,11.7459,18.0994,10.0263,15.5117,37.0203,31.1547,43.5244,47.2109,39.1583,35.3528,50.6587
128.5990,0.0000,54.3300,26.5800,239.7529,0.2000,0.6178,0.6671,1.0895,11.1197,16.8516,9.2258,14.2260,37.5627,30.6829,44.1742,46.7015,39.1583,35.0600,51.5462
128.9040,0.0000,54.3300,26.5800,239.7199,0.2006,0.5985,0.6532,1.0439,10.5374,15.6059,7.9058,13.0821,37.5627,30.6829,44.8858,46.9780,39.5180,34.2091,49.7481
129.2090,0.0000,54.3300,26.5800,239.6870,0.2000,0.5807,0.6409,1.0029,9.9621,14.3360,7.8148,12.0773,38.8330,30.0007,42.2414,45.4958,37.7813,33.7863,48.9200
129.5150,0.0000,54.3300,26.5800,239.6316,0.2000,0.5650,0.6286,0.9657,9.4271,13.3412,7.2025,11.1436,36.0099,29.3473,41.4265,45.4958,37.4517,33.6639,50.9328
129.8190,0.0000,54.3300,26.5800,239.5760,0.2000,0.1902,0.2447,0.1906,0.4913,0.4090,0.3170,0.2729,3.3333,0.8346,0.9898,0.3147,0.2361,0.1924,0.1687
130.1240,0.0000,54.3300,26.5800,239.5202,0.8633,0.0626,0.1555,0.1125,0.1232,0.1287,0.1479,0.1267,0.1326,0.1116,0.1422,0.1249,0.1262,0.1126,0.1154
130.4280,0.0000,54.3300,26.5800,239.6935,0.8883,0.0675,0.1479,0.1076,0.1065,0.1131,0.1343,0.1194,0.1096,0.1014,0.1231,0.1155,0.1177,0.1071,0.1107
130.7340,0.0000,54.3300,26.5800,239.9710,0.8953,0.0731,0.1430,0.1083,0.1027,0.1113,0.1293,0.1197,0.1070,0.0999,0.1205,0.1135,0.1159,0.1064,0.1099
131.0390,0.0000,54.3300,26.5800,240.2476,0.8980,0.0774,0.1409,0.1106,0.1023,0.1125,0.1273,0.1212,0.1063,0.0996,0.1202,0.1127,0.1152,0.1066,0.1096
131.3430,0.0000,54.3300,26.5800,240.3661,0.8980,0.0806,0.1403,0.1134,0.1027,0.1144,0.1269,0.1231,0.1066,0.0995,0.1201,0.1121,0.1151,0.1067,0.1094
131.6480,0.0000,54.3300,26.5800,240.2591,0.8985,0.0827,0.1407,0.1163,0.1036,0.1163,0.1272,0.1251,0.1066,0.0994,0.1201,0.1117,0.1148,0.1068,0.1092
131.9520,0.0000,54.3300,26.5800,240.1524,0.8990,0.0847,0.1419,0.1188,0.1045,0.1181,0.1278,0.1268,0.1067,0.0992,0.1202,0.1115,0.1145,0.1068,0.1092
132.2570,0.0000,54.3300,26.5816,240.0624,0.8990,0.0862,0.1429,0.1213,0.1057,0.1201,0.1284,0.1285,0.1068,0.0994,0.1201,0.1110,0.1144,0.1070,0.1092
132.5610,0.0000,54.3300,26.5937,240.0885,0.8990,0.0876,0.1440,0.1234,0.1066,0.1215,0.1292,0.1301,0.1070,0.0994,0.1201,0.1109,0.1143,0.1070,0.1091
132.8660,0.0000,54.3300,26.6059,240.1147,0.8999,0.0891,0.1453,0.1252,0.1076,0.1231,0.1300,0.1316,0.1068,0.0991,0.1202,0.1108,0.1141,0.1070,0.1090
133.1710,0.0000,54.3300,26.6181,240.1410,0.8990,0.0901,0.1463,0.1268,0.1084,0.1244,0.1305,0.1328,0.1070,0.0992,0.1199,0.1105,0.1140,0.1070,0.1090
133.4750,0.0000,54.3300,26.6200,240.1255,0.8999,0.0910,0.1472,0.1281,0.1091,0.1257,0.1310,0.1337,0.1071,0.0991,0.1201,0.1104,0.1139,0.1071,0.1088
133.7810,0.0000,54.3300,26.6200,240.1022,0.8990,0.0918,0.1481,0.1293,0.1098,0.1267,0.1317,0.1347,0.1071,0.0990,0.1201,0.1102,0.1139,0.1071,0.1088
134.0850,0.0000,54.3300,26.6200,240.0791,0.8990,0.0927,0.1489,0.1307,0.1103,0.1275,0.1323,0.1355,0.1072,0.0990,0.1201,0.1101,0.1137,0.1070,0.1087
134.3920,0.0000,54.3300,26.6200,240.0319,0.8990,0.0935,0.1496,0.1314,0.1109,0.1285,0.1328,0.1361,0.1071,0.0990,0.1201,0.1101,0.1136,0.1070,0.1088
134.6980,0.0000,54.3300,26.6200,239.9668,0.8990,0.0942,0.1504,0.0563,0.0550,0.0926,0.1074,0.1593,0.1072,0.0990,0.1199,0.0479,0.0968,0.1795,0.1930
135.0030,0.0000,54.3300,26.6200,239.9018,0.8990,0.2257,0.6407,1.1642,0.8603,1.2602,1.4529,1.9937,1.3070,1.4164,1.8578,3.3619,5.0566,6.5481,8.2017
135.3080,0.0000,54.3300,26.6200,239.8591,0.2120,2.0929,5.2368,9.6414,6.3188,9.1988,10.3328,13.2156,20.0232,15.3806,23.1211,28.8806,33.2445,30.8195,40.1490
135.6120,0.0000,54.3300,26.6200,239.8694,0.2064,10.0928,21.9639,36.7963,18.2899,32.8155,35.8181,41.1262,44.7437,30.4522,54.1325,53.9904,56.1889,46.2782,59.0220
135.9170,0.0000,54.3300,26.6200,239.8798,0.2050,28.3845,48.1649,65.6318,26.1447,57.2027,64.9101,68.0064,53.0355,35.9587,67.0980,58.3260,65.9633,51.2453,64.3090
136.2220,0.0000,54.3300,26.6200,239.8902,0.2030,47.1199,67.5047,78.5920,29.3168,71.2444,78.4368,79.8631,55.9880,37.6116,66.6330,58.6825,64.4655,50.9695,65.2822
136.5260,0.0000,54.3300,26.6200,239.9042,0.2020,58.5022,74.3444,80.0247,30.9473,74.8839,79.9474,82.0372,54.8097,38.6764,63.2123,63.4039,61.3484,51.2453,64.8363
136.8310,0.0000,54.3300,26.6200,239.9182,0.2010,62.2823,74.3444,76.4748,30.4307,72.9643,77.6364,77.6744,51.9752,39.8017,62.7987,62.4980,59.2350,50.6424,64.8363
137.1360,0.0000,54.3300,26.6200,239.9322,0.2017,59.6617,72.5638,72.6707,28.5219,65.3611,72.2262,73.7472,50.6634,39.4196,63.7159,58.6825,57.2603,50.9695,64.8363
137.4410,0.0000,54.3300,26.6111,239.9440,0.2000,55.5307,66.0296,70.9577,28.7477,60.8219,64.9101,64.9666,52.6564,40.1911,63.2123,59.9272,54.7785,49.7900,63.8761
137.7450,0.0000,54.3300,26.5989,239.9550,0.2005,50.9873,64.1020,63.2123,27.3300,56.8640,59.3098,61.7820,54.8097,40.9928,59.7462,58.6825,52.4422,49.7900,63.3641
138.0500,0.0000,54.3300,26.5867,239.9660,0.2000,44.2356,55.5307,56.2354,25.5887,54.7235,54.9192,57.6122,49.4150,39.6271,59.3023,59.9272,51.8182,49.2201,62.9436
138.3540,0.0000,54.3300,26.5800,239.9598,0.2010,40.5040,50.6638,52.8143,25.3273,51.4875,52.1297,53.0601,49.1397,39.6271,61.0401,59.1160,50.0306,48.6628,43.8844
138.6720,0.0000,54.3300,26.5800,239.9311,0.2000,37.6686,46.3424,50.0936,24.1383,46.7486,47.8646,48.8606,49.1397,39.4196,60.5772,55.6851,48.6557,48.1178,64.8363
138.9800,0.0000,54.3300,26.5800,239.9034,0.2000,33.3963,42.6882,50.6801,23.9772,44.3527,45.9557,48.0199,51.6712,39.0446,61.0401,55.3634,48.3602,46.5522,61.1567
139.2910,0.0000,54.3300,26.5800,239.8884,0.2000,31.3207,38.6853,45.0994,23.0525,43.9021,44.4533,48.0199,49.1397,39.8017,57.7289,55.3634,47.5890,47.2986,64.8363
139.5980,0.0000,54.3300,26.5800,239.9154,0.2005,28.4715,33.5394,45.0994,23.0525,41.9991,43.5042,45.0083,50.0315,42.2556,61.4312,54.6684,47.0726,44.3616,61.5540
139.9060,0.0000,54.3300,26.5800,239.9425,0.2000,25.2283,27.9071,40.6416,22.6808,41.7771,41.7201,46.2395,49.4150,39.4196,54.5033,54.9822,47.8274,45.7841,64.3090
140.2130,0.0000,54.3300,26.5800,239.9696,0.2000,22.1453,23.7925,37.5914,22.3331,40.9824,41.7201,42.7675,47.0913,40.5881,58.5052,53.9904,46.2959,43.4604,60.6866
140.5230,0.0000,54.3300,26.5800,239.9480,0.2000,18.5872,17.3196,33.8692,22.2572,41.1962,42.1526,43.4365,48.8133,38.8764,53.4654,55.6851,47.0726,43.9065,62.0375
140.8300,0.0000,54.3300,26.5800,239.9259,0.2000,15.5764,13.0124,29.6982,21.8486,39.6770,40.2907,41.3428,52.6564,38.8764,55.1962,53.3287,45.1125,42.8272,60.6866
141.1380,0.0000,54.3300,26.5800,239.9038,0.2000,12.6928,9.5885,25.8538,22.3967,40.5960,40.6946,41.9312,50.6634,37.8010,53.1675,57.9038,45.5874,42.1739,59.4670
141.4480,0.0000,54.3300,26.5800,239.8918,0.2000,9.9853,7.0337,21.8316,21.4542,40.2166,40.2907,41.1262,50.6634,38.5113,53.8273,53.3287,45.3272,42.1739,60.6866
141.7580,0.0000,54.3300,26.5800,239.8834,0.2000,7.9032,5.2368,18.4370,21.7880,39.3142,39.8947,40.1787,48.8133,37.1157,52.5235,56.4058,46.0722,41.3568,58.2230
142.0670,0.0000,54.3300,26.5800,239.8751,0.2000,6.1922,3.9905,15.3628,21.3258,40.9824,37.4791,39.6036,47.0913,37.8010,51.8946,55.3634,43.9463,41.1754,58.5835
142.3760,0.0000,54.3300,26.5800,239.8492,0.2000,4.9425,3.1310,12.5754,20.8932,38.2635,37.6695,39.8047,52.3446,36.1321,52.1786,51.1056,45.3272,40.7817,58.2230
142.6850,0.0000,54.3300,26.5800,239.8066,0.1997,3.9548,2.5379,10.2959,21.1416,38.9578,36.6454,38.3745,47.6519,36.2778,50.6801,55.3634,43.7442,39.8120,57.7960
142.9950,0.0000,54.3300,26.5800,239.7638,0.2000,3.2016,2.1109,8.3602,20.3492,36.4589,34.8888,38.3745,48.2257,35.1980,50.3585,50.5111,43.0705,40.5701,60.3002
143.3030,0.0000,54.3300,26.5800,239.7509,0.2000,2.6401,1.8085,6.8871,20.5311,38.0783,33.5923,37.0413,46.0081,35.1980,50.9512,54.9822,42.8763,39.2779,57.0291
143.6120,0.0000,54.3300,26.5800,239.8161,0.2000,2.2225,1.5795,5.6785,19.5626,35.8481,32.1039,35.7953,46.0081,34.6010,50.3585,49.9301,42.6454,38.7254,55.9487
143.9190,0.0000,54.3300,26.5800,239.8809,0.2000,1.8965,1.4085,4.7431,19.3485,35.8481,31.2398,33.6544,47.9632,34.3099,47.5870,50.2454,43.9463,38.9187,57.0291
144.2260,0.0000,54.3300,26.5800,239.9425,0.2000,1.6496,1.2757,3.9994,18.7777,35.2569,29.1874,34.3482,42.5736,34.4416,48.6589,53.6275,42.6454,38.9187,57.4449
144.5350,0.0000,54.3300,26.5800,239.8835,0.2003,1.4520,1.1703,3.4328,18.5796,35.7121,27.4672,33.1280,43.9820,34.8971,50.0936,52.6827,41.6357,37.5438,55.9487
144.8450,0.0000,54.3300,26.5800,239.8242,0.2000,1.2976,1.0826,2.9539,18.1526,34.4049,26.1194,31.7706,45.7687,34.0235,47.3498,49.3620,42.8763,38.3760,55.9487
145.1540,0.0000,54.3300,26.5800,239.7652,0.2000,1.1734,1.0121,2.5998,17.8754,34.2792,24.0516,30.3970,42.1236,34.0235,49.2128,52.6827,41.8191,37.2148,54.1517
145.4640,0.0000,54.3300,26.5800,239.9107,0.2000,1.0712,0.9529,2.2969,17.0448,31.8329,22.2086,29.4307,44.4719,33.0444,46.5604,48.8064,41.0236,38.0327,55.9487
145.7710,0.0000,54.3300,26.5800,240.1075,0.2000,0.9888,0.9045,2.0688,16.9247,31.5962,20.8396,27.4191,41.2509,32.5159,47.0683,52.0519,42.6454,36.5733,53.8426
146.0810,0.0000,54.3300,26.5800,240.3062,0.2000,0.9191,0.8628,1.8686,16.0998,29.1090,18.9080,25.7291,41.9221,34.4416,46.8361,49.9301,41.0236,36.5733,53.4763
146.3910,0.0000,54.3300,26.5800,240.3862,0.2000,0.8617,0.8261,1.7083,15.5233,27.9518,17.5287,24.4366,39.4289,32.0036,46.8361,37.3764,41.6357,36.5733,54.5271
146.6990,0.0000,54.3300,26.5800,240.3724,0.2000,0.8112,0.7948,1.5737,14.9552,26.2091,16.0898,23.1331,40.6381,32.0036,44.1742,51.4357,40.6368,36.7171,53.4763
147.0080,0.0000,54.3300,26.5800,240.3584,0.2000,0.7683,0.7679,1.4658,13.1437,24.4410,14.6535,21.2843,39.2166,31.6407,46.0632,52.0519,40.2571,35.6504,52.5231
147.3170,0.0000,54.3300,26.5800,240.2979,0.2000,0.7309,0.7431,1.3680,13.8681,23.3449,13.4363,20.0781,43.5025,31.6407,43.5244,47.2109,40.8469,36.0921,53.1748
147.6270,0.0000,54.3300,26.5800,240.1380,0.2000,0.6982,0.7211,1.2874,13.2980,21.9833,12.3161,18.3542,38.0876,31.2639,45.8407,51.1056,39.5180,35.3528,52.1742
147.9360,0.0000,54.3300,26.5800,239.9785,0.2007,0.6704,0.7037,1.2154,12.4916,19.9059,11.1670,17.1072,40.0063,31.6407,43.0884,47.7312,39.1583,35.4875,51.5462
148.2450,0.0000,54.3300,26.5800,239.8282,0.2000,0.6451,0.6853,1.1544,11.8288,18.7204,10.3165,15.8548,41.9221,30.7889,45.0994,46.7015,39.7169,35.4875,52.8174
148.5540,0.0000,54.3300,26.5800,239.7729,0.2000,0.6228,0.6698,1.1006,11.5035,17.3252,9.4125,14.7045,39.6076,30.2248,42.8541,50.2454,39.1583,35.1925,51.8869
148.8630,0.0000,54.3300,26.5800,239.7175,0.2000,0.6022,0.6552,1.0541,10.8487,16.5431,8.6745,13.3725,37.5627,30.7889,43.5244,50.2454,38.3020,34.4882,50.6587
149.1730,0.0000,54.3300,26.5800,239.6621,0.2000,0.5838,0.6424,1.0105,10.1788,14.7388,7.9800,12.4909,41.6828,29.6606,43.2855,45.9796,38.3020,35.1925,52.1742
149.4800,0.0000,54.3300,26.5800,239.7986,0.2000,0.5671,0.6307,0.9742,9.7670,13.9309,7.3939,11.3930,37.5627,30.0007,42.4311,49.9301,38.1166,34.0587,50.6587
149.7900,0.0000,54.3300,26.5800,239.9697,0.1994,0.5529,0.6196,0.9397,9.0966,12.6899,6.8089,10.4764,40.4129,29.4445,43.0884,46.2028,38.1166,33.6639,49.7481
150.0990,0.0000,54.3300,26.5800,240.1403,0.2000,0.5388,0.6096,0.9087,8.6061,11.8153,6.3390,9.6723,38.6611,29.8798,42.2414,45.9796,37.9635,34.3355,50.6587
150.4090,0.0000,54.3300,26.5800,240.1369,0.2000,0.5267,0.6008,0.8826,8.1752,10.8732,5.8998,8.9317,36.8637,30.0007,44.4228,45.9796,37.7813,33.7863,50.3336
150.7160,0.0000,54.3300,26.5800,240.0257,0.2001,0.5122,0.5916,0.8569,7.7415,10.1972,5.4621,8.2095,39.4289,29.4445,41.4265,48.2630,36.8090,33.2540,49.4864
151.0240,0.0000,54.3300,26.5800,239.9142,0.2000,0.5042,0.5832,0.8333,7.2197,9.2450,5.1035,7.6018,38.2881,29.2315,43.0884,45.4958,36.8090,33.9344,50.9328
151.3320,0.0000,54.3300,26.5800,239.9246,0.2000,0.4938,0.5761,0.8135,6.8952,8.6659,4.7704,6.9991,39.4289,29.3473,42.2414,47.2109,36.8090,32.8770,48.0691
151.6420,0.0000,54.3300,26.5800,240.1438,0.2000,0.4848,0.5688,0.7931,6.4060,7.9481,4.4865,6.4810,38.6611,28.7209,42.0161,45.0218,36.6659,32.9939,49.4864
151.9510,0.0000,54.3300,26.5800,240.3622,0.2000,0.4761,0.5618,0.7757,6.1242,7.3379,4.2018,5.9924,36.6774,28.3175,40.6416,47.7312,36.0489,32.2368,47.5339
152.2610,0.0000,54.3300,26.5800,240.5304,0.2000,0.4683,0.5559,0.7592,5.7138,6.7716,3.9562,5.5550,37.9220,28.6098,41.4265,44.3081,37.1276,32.4854,48.6163
152.5700,0.0000,54.3300,26.5800,240.3827,0.1990,0.4607,0.5501,0.7433,5.3947,6.2541,3.7358,5.1647,36.1896,28.0132,40.4326,47.7312,36.4956,31.7505,47.2945
152.8800,0.0000,54.3300,26.5800,240.2346,0.2000,0.4537,0.5443,0.7291,5.0777,5.7716,3.5085,4.7817,37.7252,28.0132,40.6416,44.7674,35.7480,31.7505,47.0102
153.1890,0.0000,54.3300,26.5800,240.0869,0.2000,0.4472,0.5385,0.7151,4.8117,5.3664,3.3301,4.4760,39.6076,27.4403,40.6416,43.6563,36.3548,31.8817,48.0691
153.4980,0.0000,54.3300,26.5800,240.0243,0.1995,0.4411,0.5339,0.7026,4.5651,4.9990,3.1616,4.1594,35.6850,27.6287,39.6838,47.2109,35.1605,31.1729,47.0102
153.8080,0.0000,54.3300,26.5800,239.9703,0.2000,0.4352,0.5287,0.6909,4.2938,4.6263,2.9929,3.9045,39.0413,27.2543,40.2600,43.6563,36.0489,31.4057,47.0102
154.1170,0.0000,54.3300,26.5800,239.9166,0.2000,0.4297,0.5243,0.6805,4.0832,4.3096,2.8563,3.6466,36.6774,27.3555,39.1560,46.7015,35.1605,30.9433,45.7715
154.4260,0.0000,54.3300,26.5800,239.8198,0.2000,0.4244,0.5205,0.6695,3.8518,3.9990,2.7114,3.4259,37.3695,27.0708,40.2600,44.1024,34.4395,30.4939,45.7715
154.7350,0.0000,54.3300,26.5800,239.7020,0.2000,0.4193,0.5157,0.3134,0.6801,0.4556,0.3753,0.2815,38.8330,16.9007,11.4503,1.6111,0.5419,0.3675,0.2737
155.0440,0.0000,54.3300,26.5800,239.5843,0.4927,0.0612,0.1545,0.1086,0.1140,0.1146,0.1413,0.1144,0.1544,0.1211,0.1559,0.1322,0.1307,0.1153,0.1184
155.3530,0.0000,54.3300,26.5800,239.5381,0.8855,0.0662,0.1473,0.1046,0.1028,0.1067,0.1313,0.1140,0.1110,0.1022,0.1237,0.1163,0.1182,0.1067,0.1110
155.6610,0.0000,54.3300,26.5800,239.5840,0.8940,0.0724,0.1423,0.1058,0.1006,0.1075,0.1272,0.1164,0.1067,0.0999,0.1201,0.1136,0.1158,0.1059,0.1098
155.9700,0.0000,54.3300,26.5800,239.6300,0.8970,0.0770,0.1399,0.1084,0.1004,0.1097,0.1253,0.1188,0.1062,0.0995,0.1197,0.1125,0.1152,0.1060,0.1096
156.2800,0.0000,54.3300,26.5800,239.6774,0.8980,0.0804,0.1392,0.1115,0.1010,0.1121,0.1250,0.1208,0.1062,0.0994,0.1198,0.1121,0.1149,0.1063,0.1094
156.5890,0.0000,54.3300,26.5800,239.7290,0.8990,0.0826,0.1396,0.1148,0.1020,0.1144,0.1253,0.1229,0.1065,0.0994,0.1198,0.1119,0.1147,0.1064,0.1092
156.8980,0.0000,54.3300,26.5800,239.7806,0.8990,0.0845,0.1407,0.1175,0.1032,0.1166,0.1262,0.1252,0.1066,0.0994,0.1199,0.1115,0.1145,0.1066,0.1092
157.2080,0.0000,54.3300,26.5800,239.8323,0.8987,0.0861,0.1419,0.1201,0.1045,0.1185,0.1269,0.1271,0.1067,0.0992,0.1199,0.1112,0.1144,0.1067,0.1091
157.5170,0.0000,54.3300,26.5800,240.0050,0.8991,0.0876,0.1433,0.1224,0.1056,0.1203,0.1278,0.1289,0.1070,0.0991,0.1201,0.1109,0.1143,0.1068,0.1091
157.8260,0.0000,54.3300,26.5800,240.1818,0.8990,0.0889,0.1443,0.1245,0.1065,0.1218,0.1286,0.1303,0.1068,0.0991,0.1199,0.1108,0.1141,0.1068,0.1090
158.1360,0.0000,54.3300,26.5800,240.3591,0.8990,0.0900,0.1456,0.1261,0.1073,0.1233,0.1296,0.1317,0.1071,0.0990,0.1201,0.1105,0.1141,0.1070,0.1088
158.4450,0.0000,54.3300,26.5800,240.3409,0.9000,0.0910,0.1466,0.1275,0.1084,0.1244,0.1302,0.1328,0.1072,0.0992,0.1199,0.1105,0.1140,0.1068,0.1090
158.7550,0.0000,54.3300,26.5800,240.2519,0.8990,0.0918,0.1476,0.1289,0.1090,0.1258,0.1308,0.1338,0.1071,0.0991,0.1198,0.1102,0.1140,0.1071,0.1088
159.0640,0.0000,54.3300,26.5800,240.1632,0.8990,0.0929,0.1485,0.1302,0.1096,0.1267,0.1315,0.1345,0.1073,0.0991,0.1199,0.1102,0.1140,0.1070,0.1088
159.3740,0.0000,54.3300,26.5800,240.0784,0.8990,0.0935,0.1494,0.1312,0.1104,0.1278,0.1320,0.1356,0.1073,0.0991,0.1198,0.1100,0.1137,0.1072,0.1088
159.6840,0.0000,54.3300,26.5800,239.9978,0.8990,0.0942,0.1501,0.1320,0.0418,0.0784,0.0925,0.1368,0.1075,0.0990,0.1198,0.0406,0.0792,0.1456,0.1555
159.9910,0.0000,54.3300,26.5800,239.9180,0.8994,0.2024,0.5769,1.0412,0.7531,1.1110,1.2869,1.7684,1.1365,1.2471,1.6575,3.0315,4.5792,6.1002,7.6236
160.2980,0.0000,54.3300,26.5800,239.8928,0.2115,1.9415,4.8808,8.9939,5.7816,8.6341,9.5777,12.2312,19.9183,15.0442,23.2509,30.3319,32.8485,31.0473,40.1490
160.6070,0.0000,54.3300,26.5800,240.0232,0.2070,9.8419,21.5074,35.7038,17.6950,31.7249,34.8888,40.3509,54.4724,30.6829,53.8273,52.9744,58.8007,47.5846,59.8429
160.9170,0.0000,54.3300,26.5800,240.1540,0.2041,27.6411,47.8754,64.1416,26.4404,57.9621,65.9463,64.5292,55.9880,37.1157,67.0980,66.2834,67.4369,50.6424,64.3090
161.2270,0.0000,54.3300,26.5800,240.2807,0.2029,48.1649,68.0747,78.5920,29.5550,68.4194,72.2262,76.3203,61.5850,38.1529,65.6318,62.0947,63.5316,51.5801,63.8761
161.5350,0.0000,54.3300,26.5800,240.2715,0.2020,59.2946,75.0345,80.6932,29.9306,74.1951,79.9474,79.0768,60.1664,40.1911,67.0980,60.3791,64.4655,52.4943,65.2822
161.8440,0.0000,54.3300,26.5800,240.2622,0.2010,61.8035,74.3444,77.8317,30.6869,70.6198,76.2102,77.6744,56.4158,39.2482,63.7159,66.2834,63.1158,50.6424,64.3090
162.1540,0.0000,54.3300,26.5800,240.2529,0.2010,62.6869,73.7788,74.5825,29.0823,72.9643,68.6335,68.0064,52.3446,40.5881,64.1416,64.8558,55.7972,50.3730,63.3641
162.4630,0.0000,54.3300,26.5800,240.2052,0.2002,56.2454,66.4837,66.6330,27.8649,62.1572,64.3583,68.0064,58.0412,39.4196,61.4312,58.6825,55.7972,50.3730,63.8761
162.7720,0.0000,54.3300,26.5800,240.1474,0.2010,49.2563,60.1083,60.1967,26.6352,57.2027,58.0183,60.4548,51.6712,40.1911,60.1967,58.6825,52.7888,50.3730,65.2822
163.0810,0.0000,54.3300,26.5800,240.0896,0.2010,43.9904,54.8336,57.3826,25.8722,52.1043,54.9192,56.1218,52.3446,39.8017,61.4312,58.3260,51.5393,49.4775,65.2822
163.3890,0.0000,54.3300,26.5800,240.0941,0.2010,39.3933,50.3972,52.1786,24.9762,49.9804,52.4326,53.0601,53.7445,40.0132,58.9374,60.7607,50.6129,49.4775,63.3641
163.6960,0.0000,54.3300,26.5800,240.1481,0.2000,36.2237,46.1185,51.2803,24.4668,47.7793,51.1251,48.5606,50.6634,40.1911,60.1967,61.6173,50.3466,47.5846,63.8761
164.0060,0.0000,54.3300,26.5800,240.2027,0.2003,33.8048,42.2707,47.3498,23.9772,46.0259,47.0137,49.1134,56.7773,40.0132,57.3826,57.1452,49.7703,47.8255,63.8761
164.3150,0.0000,54.3300,26.5800,240.2086,0.2000,30.6431,37.8193,46.3331,23.5061,45.7605,46.2396,45.2667,52.3446,40.4067,59.3023,60.7607,48.6557,46.2782,62.0375
164.6240,0.0000,54.3300,26.5800,240.1085,0.2000,28.0081,33.5394,43.2855,23.2703,44.1468,43.9737,45.0083,54.8097,39.8017,56.9725,59.9272,47.0726,45.5628,62.4461
164.9330,0.0000,54.3300,26.5800,240.0083,0.2000,25.3114,27.3639,40.6416,22.4735,42.6025,43.5042,44.3331,53.7445,40.1911,58.1498,54.6684,48.6557,45.5628,63.3641
165.2430,0.0000,54.3300,26.5800,239.9204,0.2000,21.8480,22.3843,38.1095,22.7595,43.7002,41.2963,43.1980,53.7445,40.1911,56.6351,57.5565,46.2959,44.1536,60.6866
165.5530,0.0000,54.3300,26.5800,239.9750,0.2000,18.5872,16.8855,33.3373,22.1194,41.3760,41.7201,42.3453,49.7495,39.8017,56.9725,54.2965,47.5890,44.6138,62.4461
165.8620,0.0000,54.3300,26.5800,240.0293,0.2000,15.0478,12.6741,29.6033,22.1943,39.6770,40.6946,42.3453,51.0146,38.5113,53.4654,52.9744,46.2959,43.9065,62.0375
166.1700,0.0000,54.3300,26.5800,240.0836,0.2000,12.1751,9.3103,25.2282,21.7156,40.0465,40.0738,41.1262,46.8407,38.8764,53.8273,53.9904,45.8065,43.2606,56.2820
166.4800,0.0000,54.3300,26.5800,240.0779,0.2000,9.8160,6.8330,21.6024,21.7156,39.3142,39.6819,41.3428,49.7495,37.8010,54.5033,52.3368,45.8065,42.5944,60.6866
166.7880,0.0000,54.3300,26.5800,240.0612,0.2000,7.6558,5.1062,18.0631,21.7880,39.6770,39.5062,39.8047,48.5445,37.8010,50.9512,57.1452,45.3272,40.7817,59.0220
167.0970,0.0000,54.3300,26.5800,240.0445,0.2000,6.0738,3.8854,15.0450,21.1416,37.4140,38.1863,40.3509,50.6634,37.2693,53.4654,52.0519,46.2959,41.9854,60.6866
167.4070,0.0000,54.3300,26.5800,240.0397,0.2000,4.7907,3.0643,12.2772,20.9492,38.2635,37.1350,39.6036,47.0913,36.9330,50.3585,51.4357,44.1912,41.5766,59.8429
167.7160,0.0000,54.3300,26.5800,240.0425,0.2009,3.8488,2.4848,10.0863,20.8932,38.7660,35.8181,37.8485,46.5435,37.1157,54.5033,55.3634,44.1912,40.0160,58.2230
